Frequency	Amplitude
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
